transaction_id,member_id,date,mcc,amount
T0030941,M00692,2025-10-12,3501,43.18
T0030942,M00693,2025-11-08,5411,43.84
T0030943,M00693,2026-05-15,3502,153.79
T0030944,M00693,2026-04-17,5812,136.23
T0030945,M00693,2025-08-02,5411,27.65
T0030946,M00693,2026-01-25,5311,25.44
T0030947,M00693,2026-04-19,5411,104.39
T0030948,M00693,2025-09-02,5651,37.06
T0030949,M00693,2025-09-16,5722,23.44
T0030950,M00693,2026-01-05,3002,371.26
T0030951,M00693,2026-04-20,5941,25.37
T0030952,M00693,2026-07-20,5812,14.53
T0030953,M00693,2026-03-25,4900,30.46
T0030954,M00693,2025-12-11,5812,84.07
T0030955,M00693,2025-11-01,4900,71.78
T0030956,M00693,2026-07-08,5411,440.19
T0030957,M00693,2026-03-18,3503,30.93
T0030958,M00693,2025-12-23,3002,84.45
T0030959,M00693,2025-10-05,5411,206.13
T0030960,M00693,2026-07-02,3502,34.5
T0030961,M00693,2025-08-25,4511,134.79
T0030962,M00693,2025-09-30,5732,10.67
T0030963,M00693,2025-08-08,5941,387.13
T0030964,M00693,2025-10-08,3502,180.32
T0030965,M00693,2025-08-18,3001,33.76
T0030966,M00693,2026-04-02,3000,152.91
T0030967,M00693,2026-01-28,3503,247.94
T0030968,M00693,2026-05-11,5814,18.38
T0030969,M00693,2025-09-29,4511,36.6
T0030970,M00693,2026-07-10,5812,256.23
T0030971,M00693,2026-06-16,5651,71.34
T0030972,M00693,2026-05-23,5541,103.15
T0030973,M00693,2025-11-24,5732,71.54
T0030974,M00693,2025-08-06,5311,162.63
T0030975,M00693,2026-07-21,5311,111.38
T0030976,M00693,2025-10-21,5722,74.16
T0030977,M00693,2026-04-23,5722,8.15
T0030978,M00693,2026-06-25,3501,126.47
T0030979,M00693,2026-03-25,5722,138.27
T0030980,M00693,2026-04-29,5311,19.31
T0030981,M00693,2025-10-19,3000,20.66
T0030982,M00693,2025-10-02,3501,111.9
T0030983,M00693,2026-01-08,5311,80.99
T0030984,M00693,2025-10-26,5541,9.26
T0030985,M00693,2026-07-08,3002,29.31
T0030986,M00693,2025-12-18,3502,91.27
T0030987,M00693,2026-06-17,7011,131.19
T0030988,M00693,2026-05-25,5732,37.18
T0030989,M00693,2026-06-06,3002,57.54
T0030990,M00693,2025-11-25,4900,27.68
T0030991,M00693,2026-04-22,3001,250.62
T0030992,M00693,2025-11-27,3501,79.41
T0030993,M00693,2025-10-07,5941,34.2
T0030994,M00693,2026-05-22,5411,20.98
T0030995,M00693,2026-04-16,5311,18.79
T0030996,M00693,2026-01-04,3503,408.12
T0030997,M00693,2026-02-08,5311,56.06
T0030998,M00693,2025-12-29,5541,44.72
T0030999,M00693,2025-10-25,5541,53.88
T0031000,M00694,2026-01-18,7011,69.06
T0031001,M00694,2025-12-16,5311,67.69
T0031002,M00694,2026-04-21,7011,18.87
T0031003,M00694,2026-04-14,5941,162.79
T0031004,M00694,2025-12-18,5732,38.36
T0031005,M00694,2026-03-23,3501,34.51
T0031006,M00694,2026-06-26,5722,32.99
T0031007,M00694,2025-08-05,3002,23.28
T0031008,M00694,2026-01-30,5732,87.16
T0031009,M00694,2026-01-03,5814,163.2
T0031010,M00694,2026-05-20,7011,32.36
T0031011,M00694,2026-06-22,3501,10.56
T0031012,M00694,2026-05-05,3001,23.88
T0031013,M00694,2026-06-08,3503,42.59
T0031014,M00694,2025-09-15,3001,19.46
T0031015,M00694,2025-09-01,4511,36.64
T0031016,M00694,2025-12-15,3002,38.42
T0031017,M00694,2026-01-09,4900,65.66
T0031018,M00694,2025-12-23,3502,15.57
T0031019,M00694,2025-11-26,3502,119.12
T0031020,M00694,2025-09-01,3001,351.05
T0031021,M00694,2025-12-25,5941,278.42
T0031022,M00694,2026-03-03,5812,37.19
T0031023,M00694,2025-07-23,5541,130.15
T0031024,M00694,2026-02-17,5732,115.61
T0031025,M00694,2026-07-15,5732,63.85
T0031026,M00694,2026-07-17,5941,79.6
T0031027,M00694,2026-04-06,7011,132.03
T0031028,M00694,2026-03-11,5814,161.32
T0031029,M00694,2025-12-06,5541,29.62
T0031030,M00694,2026-03-07,5411,140.85
T0031031,M00694,2026-06-04,5732,353.0
T0031032,M00694,2025-11-22,3000,161.13
T0031033,M00694,2025-11-06,5812,309.97
T0031034,M00694,2026-04-17,5812,5.04
T0031035,M00694,2026-05-09,4511,120.99
T0031036,M00694,2025-08-18,4900,86.86
T0031037,M00694,2025-08-04,3000,186.25
T0031038,M00694,2026-03-31,5411,21.64
T0031039,M00694,2025-12-17,5812,40.2
T0031040,M00694,2025-08-29,5722,164.11
T0031041,M00694,2026-04-07,3000,23.11
T0031042,M00694,2026-03-08,4511,84.97
T0031043,M00695,2026-07-01,5941,65.57
T0031044,M00695,2026-01-29,3001,21.86
T0031045,M00695,2026-05-24,5411,30.57
T0031046,M00695,2025-11-13,3502,58.02
T0031047,M00695,2026-01-16,7011,20.06
T0031048,M00695,2025-10-21,3503,228.36
T0031049,M00695,2025-12-12,5651,30.0
T0031050,M00695,2026-07-02,5311,146.4
T0031051,M00695,2026-07-05,5732,27.79
T0031052,M00695,2026-01-25,5651,134.85
T0031053,M00695,2026-05-22,5541,13.35
T0031054,M00695,2026-01-09,5812,272.77
T0031055,M00695,2025-08-28,3001,207.5
T0031056,M00695,2025-11-10,3000,38.38
T0031057,M00695,2025-09-07,5814,29.21
T0031058,M00695,2025-09-06,5814,105.4
T0031059,M00695,2026-02-19,5541,14.5
T0031060,M00695,2025-08-17,5651,69.04
T0031061,M00695,2026-02-27,5311,29.74
T0031062,M00695,2026-05-19,3502,51.71
T0031063,M00695,2025-09-25,3502,35.03
T0031064,M00695,2026-03-30,5651,30.01
T0031065,M00695,2026-02-10,3501,366.79
T0031066,M00695,2025-09-02,3501,145.55
T0031067,M00695,2025-08-11,5541,15.18
T0031068,M00695,2026-06-29,5732,27.78
T0031069,M00695,2025-11-08,5411,157.19
T0031070,M00695,2026-01-15,5411,175.68
T0031071,M00695,2026-01-31,7011,16.69
T0031072,M00695,2026-02-05,5941,134.1
T0031073,M00695,2025-08-04,5814,86.92
T0031074,M00695,2026-05-28,5541,9.57
T0031075,M00695,2026-03-31,4900,44.56
T0031076,M00695,2026-05-15,5814,58.2
T0031077,M00695,2025-11-14,5311,70.0
T0031078,M00695,2025-08-17,4900,17.8
T0031079,M00695,2026-03-02,3001,31.09
T0031080,M00695,2026-03-14,3502,35.77
T0031081,M00695,2025-10-22,4511,39.03
T0031082,M00695,2026-07-15,5941,39.69
T0031083,M00695,2025-08-16,5814,58.4
T0031084,M00695,2025-09-03,4900,90.89
T0031085,M00695,2026-06-09,3000,393.16
T0031086,M00695,2025-11-06,3501,159.32
T0031087,M00695,2025-08-11,3002,248.85
T0031088,M00695,2026-05-29,4900,41.23
T0031089,M00695,2026-02-15,5812,24.44
T0031090,M00695,2025-09-11,3000,148.62
T0031091,M00695,2026-05-02,3502,65.61
T0031092,M00695,2026-03-02,4511,138.42
T0031093,M00695,2025-12-03,5311,27.6
T0031094,M00695,2026-06-20,5411,127.56
T0031095,M00695,2025-12-06,3000,55.97
T0031096,M00695,2026-03-28,5411,42.06
T0031097,M00695,2025-08-19,5311,46.21
T0031098,M00695,2026-06-19,5311,108.9
T0031099,M00695,2025-12-19,3501,144.62
T0031100,M00695,2026-04-16,3502,46.23
T0031101,M00696,2026-07-01,3501,94.1
T0031102,M00696,2026-02-23,5411,178.92
T0031103,M00696,2026-06-11,5812,407.98
T0031104,M00696,2025-11-23,3000,41.88
T0031105,M00696,2026-06-13,5311,287.15
T0031106,M00696,2025-10-23,5722,74.97
T0031107,M00696,2026-01-06,5812,22.31
T0031108,M00696,2025-08-26,5411,34.8
T0031109,M00696,2025-11-26,4511,106.27
T0031110,M00696,2025-12-21,5732,137.52
T0031111,M00696,2025-12-13,5732,24.14
T0031112,M00696,2026-02-20,5941,31.07
T0031113,M00696,2025-11-07,3503,39.13
T0031114,M00696,2025-09-11,3502,28.12
T0031115,M00696,2026-07-18,3501,10.17
T0031116,M00696,2026-01-08,3502,7.25
T0031117,M00696,2026-06-02,5651,45.52
T0031118,M00696,2025-10-12,5812,85.81
T0031119,M00696,2025-10-15,5722,128.46
T0031120,M00696,2026-06-09,5732,17.08
T0031121,M00696,2025-11-19,4511,17.37
T0031122,M00696,2025-11-08,3503,39.33
T0031123,M00696,2026-02-18,3000,66.91
T0031124,M00696,2026-01-20,4900,182.87
T0031125,M00696,2026-03-24,5732,136.69
T0031126,M00696,2025-09-27,5411,46.16
T0031127,M00696,2026-02-09,3000,95.6
T0031128,M00696,2026-04-13,3502,28.69
T0031129,M00696,2026-04-13,5941,71.83
T0031130,M00696,2026-03-11,5722,62.65
T0031131,M00696,2025-11-09,3503,271.59
T0031132,M00696,2025-09-30,5941,109.24
T0031133,M00696,2025-11-01,3502,30.85
T0031134,M00696,2026-05-23,5411,31.17
T0031135,M00696,2026-02-10,3502,47.79
T0031136,M00696,2025-10-17,3503,13.95
T0031137,M00696,2026-04-03,3001,52.98
T0031138,M00696,2026-02-11,3001,57.76
T0031139,M00696,2025-09-24,3502,106.33
T0031140,M00696,2026-03-02,5812,122.99
T0031141,M00696,2026-04-26,5732,73.62
T0031142,M00696,2025-12-22,5722,13.07
T0031143,M00696,2026-01-31,4511,19.67
T0031144,M00696,2025-10-26,3000,36.41
T0031145,M00696,2026-06-26,5732,128.03
T0031146,M00696,2026-04-13,3501,123.78
T0031147,M00696,2025-10-23,5311,51.96
T0031148,M00696,2025-08-18,4900,706.08
T0031149,M00696,2025-11-30,3501,317.85
T0031150,M00696,2025-12-28,3000,230.42
T0031151,M00696,2026-03-15,3002,134.38
T0031152,M00696,2025-09-11,5941,105.48
T0031153,M00696,2026-07-03,5541,98.06
T0031154,M00696,2025-10-31,3501,10.97
T0031155,M00697,2026-03-26,3002,23.31
T0031156,M00697,2025-10-11,4900,53.4
T0031157,M00697,2026-03-23,5651,75.78
T0031158,M00697,2025-09-15,5812,58.88
T0031159,M00697,2025-12-10,5812,87.56
T0031160,M00697,2025-12-04,7011,8.14
T0031161,M00697,2025-11-06,5814,110.57
T0031162,M00697,2026-02-26,5311,70.96
T0031163,M00697,2025-11-11,5814,55.29
T0031164,M00697,2026-05-14,5541,168.56
T0031165,M00697,2026-06-13,4900,23.44
T0031166,M00697,2026-06-08,3502,52.62
T0031167,M00697,2025-08-18,5411,88.63
T0031168,M00697,2026-06-09,5411,28.42
T0031169,M00697,2025-12-04,5941,8.99
T0031170,M00697,2026-05-23,5732,21.05
T0031171,M00697,2026-03-30,3002,62.51
T0031172,M00697,2026-07-01,5812,51.99
T0031173,M00697,2026-06-26,5411,65.48
T0031174,M00697,2026-04-02,3503,34.49
T0031175,M00697,2026-06-20,5411,17.95
T0031176,M00697,2026-02-14,4511,76.48
T0031177,M00697,2025-12-03,3001,56.46
T0031178,M00697,2026-05-30,5411,126.2
T0031179,M00697,2025-09-06,5651,31.57
T0031180,M00697,2025-11-08,3001,8.84
T0031181,M00697,2025-08-30,5541,4.93
T0031182,M00697,2026-07-21,5732,44.64
T0031183,M00697,2026-06-22,5732,75.79
T0031184,M00697,2026-07-16,5651,52.86
T0031185,M00697,2026-03-29,3000,37.9
T0031186,M00697,2026-06-23,5812,13.58
T0031187,M00697,2026-05-24,3001,10.08
T0031188,M00697,2025-10-16,5732,96.28
T0031189,M00697,2026-03-15,5732,53.11
T0031190,M00697,2026-06-13,5651,46.36
T0031191,M00697,2026-03-19,5812,14.27
T0031192,M00697,2026-05-29,3501,25.37
T0031193,M00698,2025-08-19,4900,69.76
T0031194,M00698,2026-06-14,5722,88.64
T0031195,M00698,2025-11-27,5411,56.59
T0031196,M00698,2026-05-09,3001,264.87
T0031197,M00698,2026-02-26,3000,37.51
T0031198,M00698,2025-08-27,7011,241.5
T0031199,M00698,2025-07-25,3503,82.84
T0031200,M00698,2026-02-26,4511,74.3
T0031201,M00698,2026-01-11,5651,169.44
T0031202,M00698,2025-10-31,3002,35.73
T0031203,M00698,2025-12-17,4900,47.98
T0031204,M00698,2025-10-03,5941,19.62
T0031205,M00698,2026-01-13,4900,169.9
T0031206,M00698,2026-04-14,5814,93.27
T0031207,M00698,2026-01-01,4511,199.9
T0031208,M00698,2025-09-09,7011,81.85
T0031209,M00698,2026-02-15,5411,200.95
T0031210,M00698,2026-07-01,5941,31.59
T0031211,M00698,2026-02-24,5541,178.97
T0031212,M00698,2025-11-29,5941,44.8
T0031213,M00698,2025-09-18,5812,66.86
T0031214,M00698,2025-07-31,5732,138.15
T0031215,M00698,2025-11-04,3000,683.92
T0031216,M00698,2026-03-31,5541,151.42
T0031217,M00698,2026-05-17,3502,166.39
T0031218,M00698,2026-01-27,3503,38.65
T0031219,M00698,2026-05-22,5411,78.02
T0031220,M00698,2025-10-23,3502,60.59
T0031221,M00698,2025-10-18,5651,272.51
T0031222,M00698,2026-05-15,3502,57.63
T0031223,M00698,2025-12-29,3503,251.78
T0031224,M00698,2025-08-08,5941,18.14
T0031225,M00698,2026-01-07,5812,270.1
T0031226,M00699,2025-12-01,7011,28.1
T0031227,M00699,2025-08-12,5732,123.76
T0031228,M00699,2025-08-12,5541,25.47
T0031229,M00699,2025-09-02,3503,188.01
T0031230,M00699,2025-08-01,3502,155.28
T0031231,M00699,2026-01-23,7011,36.57
T0031232,M00699,2026-02-22,4900,118.88
T0031233,M00699,2025-12-18,3501,171.99
T0031234,M00699,2025-09-21,7011,26.49
T0031235,M00699,2025-12-09,4511,23.71
T0031236,M00699,2025-09-19,7011,22.84
T0031237,M00699,2025-11-14,3503,19.83
T0031238,M00699,2025-11-19,5814,22.74
T0031239,M00699,2025-08-03,5541,168.14
T0031240,M00699,2026-07-15,5311,116.5
T0031241,M00699,2025-11-29,4511,12.23
T0031242,M00699,2026-07-06,3503,40.04
T0031243,M00699,2025-10-28,5722,20.95
T0031244,M00699,2026-04-16,3000,157.83
T0031245,M00699,2025-11-22,3000,42.54
T0031246,M00699,2026-03-31,3000,14.23
T0031247,M00699,2026-03-03,7011,79.06
T0031248,M00699,2026-03-01,5651,122.3
T0031249,M00699,2025-08-17,5812,25.7
T0031250,M00699,2025-12-13,5411,51.17
T0031251,M00699,2025-10-09,5541,27.05
T0031252,M00699,2025-12-28,4511,231.38
T0031253,M00699,2025-12-06,5311,43.32
T0031254,M00699,2025-12-07,3000,32.4
T0031255,M00699,2025-08-27,4900,63.35
T0031256,M00699,2026-01-16,3001,54.19
T0031257,M00699,2025-12-29,5732,132.75
T0031258,M00699,2026-01-20,5722,224.99
T0031259,M00699,2026-06-12,7011,226.7
T0031260,M00699,2026-04-07,5722,45.52
T0031261,M00699,2026-06-19,3000,90.48
T0031262,M00699,2026-04-03,5732,295.45
T0031263,M00699,2025-08-31,4511,307.05
T0031264,M00699,2025-11-02,7011,27.77
T0031265,M00699,2025-08-09,4900,120.57
T0031266,M00699,2025-09-28,5812,101.82
T0031267,M00699,2025-09-05,5541,168.41
T0031268,M00699,2025-10-28,5732,231.28
T0031269,M00699,2026-04-30,5812,23.55
T0031270,M00699,2025-09-25,3501,33.43
T0031271,M00699,2026-02-03,5411,165.27
T0031272,M00699,2026-01-01,5814,77.33
T0031273,M00699,2026-06-25,5541,7.19
T0031274,M00699,2025-10-29,4900,12.6
T0031275,M00699,2026-04-04,5411,129.36
T0031276,M00700,2025-08-07,5311,200.17
T0031277,M00700,2025-12-11,5651,54.75
T0031278,M00700,2025-08-02,5732,23.99
T0031279,M00700,2025-12-22,5722,38.08
T0031280,M00700,2026-04-18,5651,19.63
T0031281,M00700,2026-01-27,3002,36.02
T0031282,M00700,2026-03-30,3002,10.29
T0031283,M00700,2026-02-23,5651,61.94
T0031284,M00700,2025-10-08,5411,119.96
T0031285,M00700,2026-02-15,7011,17.33
T0031286,M00700,2026-07-22,4900,67.83
T0031287,M00700,2026-02-27,4900,29.83
T0031288,M00700,2026-01-01,5411,130.16
T0031289,M00700,2026-05-21,5941,6.59
T0031290,M00700,2025-07-28,7011,135.9
T0031291,M00700,2026-05-03,3002,10.83
T0031292,M00700,2025-09-14,5541,54.06
T0031293,M00700,2025-09-03,4511,32.82
T0031294,M00700,2025-09-27,3502,46.49
T0031295,M00700,2026-03-23,3001,14.45
T0031296,M00700,2026-04-11,3503,350.77
T0031297,M00700,2026-01-13,5311,18.42
T0031298,M00700,2025-09-11,3001,19.93
T0031299,M00700,2026-05-31,3503,401.34
T0031300,M00700,2026-05-12,3502,92.08
T0031301,M00700,2025-12-02,5812,19.02
T0031302,M00700,2026-03-09,5732,58.63
T0031303,M00700,2025-11-07,3502,52.68
T0031304,M00700,2026-05-01,4900,12.33
T0031305,M00700,2025-08-17,5411,31.24
T0031306,M00700,2026-06-24,5651,64.95
T0031307,M00700,2025-07-23,3000,236.61
T0031308,M00700,2026-05-11,5941,55.21
T0031309,M00700,2026-01-14,3502,59.52
T0031310,M00700,2025-12-18,7011,29.51
T0031311,M00700,2026-06-22,5651,199.52
T0031312,M00700,2025-08-11,5651,164.4
T0031313,M00700,2025-11-04,7011,146.84
T0031314,M00700,2026-05-24,7011,74.58
T0031315,M00700,2026-05-28,5732,13.48
T0031316,M00701,2026-03-08,4511,48.98
T0031317,M00701,2025-09-14,5812,104.42
T0031318,M00701,2026-06-30,5411,83.45
T0031319,M00701,2026-06-13,5541,22.89
T0031320,M00701,2025-09-15,4900,48.39
T0031321,M00701,2025-08-15,5732,9.93
T0031322,M00701,2026-05-08,5812,72.68
T0031323,M00701,2026-06-13,3000,252.18
T0031324,M00701,2026-05-31,4900,11.07
T0031325,M00701,2025-09-28,3502,75.84
T0031326,M00701,2026-07-07,4511,130.12
T0031327,M00701,2026-07-06,5814,150.86
T0031328,M00701,2026-02-14,3502,31.62
T0031329,M00701,2026-05-29,5651,22.15
T0031330,M00701,2025-11-23,3000,37.08
T0031331,M00701,2026-02-22,5651,219.39
T0031332,M00701,2025-11-18,3001,12.07
T0031333,M00701,2026-06-08,3001,19.77
T0031334,M00701,2025-12-27,3501,42.15
T0031335,M00701,2026-01-18,3002,25.14
T0031336,M00701,2026-02-06,5651,63.96
T0031337,M00701,2026-04-21,3000,274.38
T0031338,M00701,2026-04-09,4511,20.01
T0031339,M00701,2026-01-18,5651,57.61
T0031340,M00701,2025-12-23,3002,66.14
T0031341,M00701,2025-09-09,5651,47.72
T0031342,M00701,2026-01-26,3503,13.76
T0031343,M00701,2025-12-28,5814,35.24
T0031344,M00701,2026-07-11,5814,35.35
T0031345,M00701,2026-01-09,5814,125.65
T0031346,M00701,2026-03-26,5541,101.45
T0031347,M00701,2025-12-25,3002,14.13
T0031348,M00701,2025-11-05,3502,45.28
T0031349,M00701,2026-02-03,5732,40.44
T0031350,M00701,2026-06-26,7011,470.92
T0031351,M00701,2026-02-23,3001,89.33
T0031352,M00701,2026-04-08,4511,22.7
T0031353,M00701,2026-04-23,4511,30.67
T0031354,M00701,2025-08-24,5732,45.67
T0031355,M00701,2026-06-21,5651,95.81
T0031356,M00701,2025-12-24,3501,108.3
T0031357,M00701,2026-03-27,3502,81.49
T0031358,M00701,2026-03-13,7011,54.07
T0031359,M00701,2026-07-13,3502,58.21
T0031360,M00701,2025-08-24,3503,58.62
T0031361,M00702,2025-09-12,3503,11.21
T0031362,M00702,2025-09-06,5411,12.77
T0031363,M00702,2025-11-17,5541,748.36
T0031364,M00702,2025-09-06,5941,91.04
T0031365,M00702,2026-04-08,3001,67.57
T0031366,M00702,2026-06-20,3002,46.01
T0031367,M00702,2026-01-29,5722,138.41
T0031368,M00702,2026-03-05,3001,20.86
T0031369,M00702,2025-10-16,3503,48.78
T0031370,M00702,2026-03-05,5651,25.73
T0031371,M00702,2025-08-07,4511,137.22
T0031372,M00702,2026-04-04,3501,29.17
T0031373,M00702,2026-07-11,5732,200.6
T0031374,M00702,2025-08-15,3001,60.38
T0031375,M00702,2026-04-14,3501,144.68
T0031376,M00702,2026-06-15,5541,99.47
T0031377,M00702,2026-03-04,5311,192.34
T0031378,M00702,2026-01-11,5814,26.18
T0031379,M00702,2025-09-20,5722,164.95
T0031380,M00702,2025-09-19,3001,10.35
T0031381,M00702,2025-08-31,3502,69.63
T0031382,M00702,2026-01-18,5941,38.63
T0031383,M00702,2026-04-10,5722,16.37
T0031384,M00702,2025-12-02,5651,27.29
T0031385,M00702,2026-06-28,5311,35.14
T0031386,M00702,2026-02-20,5941,54.79
T0031387,M00702,2026-04-26,3503,39.45
T0031388,M00702,2026-03-02,3000,72.24
T0031389,M00702,2025-11-01,3001,29.07
T0031390,M00703,2025-11-24,5732,41.39
T0031391,M00703,2025-09-14,4900,49.95
T0031392,M00703,2026-06-03,5812,80.01
T0031393,M00703,2025-08-26,5732,155.84
T0031394,M00703,2026-01-19,5311,156.6
T0031395,M00703,2025-09-16,5941,84.56
T0031396,M00703,2026-01-08,5814,102.54
T0031397,M00703,2026-03-23,5722,91.09
T0031398,M00703,2025-08-20,3000,48.68
T0031399,M00703,2026-01-04,5722,164.12
T0031400,M00703,2026-02-11,3000,26.72
T0031401,M00703,2026-05-16,4900,8.6
T0031402,M00703,2025-12-16,3501,23.54
T0031403,M00703,2025-11-15,5941,271.27
T0031404,M00703,2026-05-28,5812,49.63
T0031405,M00703,2025-07-26,3002,87.72
T0031406,M00703,2025-10-03,5941,50.71
T0031407,M00703,2026-05-13,5541,116.94
T0031408,M00703,2026-04-06,5732,71.57
T0031409,M00703,2026-07-10,3503,62.27
T0031410,M00703,2026-04-26,3000,123.2
T0031411,M00703,2025-10-24,5941,41.86
T0031412,M00703,2025-11-03,5814,96.74
T0031413,M00703,2025-08-22,5812,56.0
T0031414,M00703,2026-03-08,3501,59.89
T0031415,M00703,2026-05-25,3503,29.41
T0031416,M00703,2025-11-13,5651,53.73
T0031417,M00703,2025-11-13,7011,38.81
T0031418,M00703,2025-12-31,5941,206.42
T0031419,M00703,2025-08-08,3503,12.38
T0031420,M00703,2026-07-19,5411,162.27
T0031421,M00703,2025-09-09,5651,11.66
T0031422,M00703,2026-06-05,5411,114.12
T0031423,M00703,2026-05-12,5722,28.85
T0031424,M00703,2026-03-24,3000,117.49
T0031425,M00703,2025-07-28,4511,59.07
T0031426,M00703,2025-10-07,5941,15.92
T0031427,M00703,2026-03-18,5814,259.46
T0031428,M00703,2026-01-19,5814,144.99
T0031429,M00703,2026-06-11,3501,110.3
T0031430,M00703,2026-03-19,3501,35.15
T0031431,M00703,2025-12-14,5812,150.07
T0031432,M00703,2025-07-24,4900,18.48
T0031433,M00703,2025-11-30,5722,7.19
T0031434,M00703,2026-02-14,3501,13.98
T0031435,M00703,2025-07-31,5732,26.52
T0031436,M00703,2026-03-06,5732,31.35
T0031437,M00703,2025-10-02,3001,43.17
T0031438,M00703,2026-05-31,3001,45.13
T0031439,M00703,2025-12-07,5411,34.82
T0031440,M00703,2026-06-07,3503,8.03
T0031441,M00703,2025-10-15,5812,80.81
T0031442,M00703,2025-10-24,4900,51.18
T0031443,M00703,2026-04-26,5651,33.24
T0031444,M00703,2025-10-22,5722,269.89
T0031445,M00703,2026-02-25,3002,52.34
T0031446,M00703,2026-01-07,4900,70.71
T0031447,M00703,2026-05-02,5941,147.8
T0031448,M00703,2025-12-31,5814,15.03
T0031449,M00703,2026-01-12,5722,65.2
T0031450,M00703,2025-09-20,5411,147.31
T0031451,M00703,2026-07-21,5814,60.87
T0031452,M00703,2025-10-29,3503,18.11
T0031453,M00703,2025-08-29,3002,41.16
T0031454,M00704,2025-08-28,7011,17.24
T0031455,M00704,2026-03-27,5722,479.88
T0031456,M00704,2026-05-01,5814,108.27
T0031457,M00704,2026-05-13,5722,293.97
T0031458,M00704,2026-03-16,5812,158.59
T0031459,M00704,2025-12-14,5814,98.89
T0031460,M00704,2025-12-04,4900,48.96
T0031461,M00704,2026-04-05,3502,97.63
T0031462,M00704,2025-11-03,5651,284.28
T0031463,M00704,2026-05-03,4511,152.25
T0031464,M00704,2026-03-17,5941,78.79
T0031465,M00704,2026-02-23,4511,56.13
T0031466,M00704,2026-05-15,5541,109.76
T0031467,M00704,2025-11-17,4900,39.17
T0031468,M00704,2026-03-02,5411,109.78
T0031469,M00704,2026-01-27,5732,33.18
T0031470,M00704,2026-03-03,3001,46.81
T0031471,M00704,2025-11-27,3002,23.86
T0031472,M00704,2025-08-01,5651,42.96
T0031473,M00704,2025-12-09,3503,33.66
T0031474,M00704,2026-02-14,5814,362.1
T0031475,M00704,2026-03-06,3001,27.26
T0031476,M00704,2026-06-14,5732,97.99
T0031477,M00704,2026-01-28,7011,25.87
T0031478,M00704,2025-09-26,3002,69.89
T0031479,M00704,2025-08-16,5311,89.11
T0031480,M00704,2026-01-07,4511,10.47
T0031481,M00704,2026-04-21,3501,16.48
T0031482,M00704,2026-04-03,5812,25.67
T0031483,M00704,2025-09-30,3000,18.12
T0031484,M00704,2025-09-03,5722,72.54
T0031485,M00704,2026-03-08,3002,84.99
T0031486,M00704,2026-03-08,4900,23.03
T0031487,M00704,2026-03-27,3001,75.5
T0031488,M00704,2026-01-13,5941,43.64
T0031489,M00704,2025-10-01,3501,60.37
T0031490,M00704,2026-02-10,5732,35.57
T0031491,M00704,2025-10-15,7011,108.6
T0031492,M00704,2025-11-18,4511,342.04
T0031493,M00704,2026-03-10,5411,144.65
T0031494,M00704,2026-05-15,4900,268.65
T0031495,M00704,2026-05-23,4511,16.4
T0031496,M00705,2025-08-15,7011,301.36
T0031497,M00705,2026-07-09,3503,127.8
T0031498,M00705,2025-12-19,5812,23.9
T0031499,M00705,2026-01-27,5732,43.18
T0031500,M00705,2026-05-31,3503,93.07
T0031501,M00705,2026-04-26,5812,56.56
T0031502,M00705,2026-07-10,3002,30.0
T0031503,M00705,2026-04-15,7011,49.89
T0031504,M00705,2025-12-08,5941,65.73
T0031505,M00705,2026-03-13,3002,22.54
T0031506,M00705,2025-10-16,5411,178.49
T0031507,M00705,2026-04-30,3002,42.96
T0031508,M00705,2025-10-31,3001,62.02
T0031509,M00705,2025-09-27,5722,187.74
T0031510,M00705,2025-12-16,5941,58.85
T0031511,M00705,2026-01-26,5812,177.75
T0031512,M00705,2025-10-31,3000,23.83
T0031513,M00705,2026-07-21,4511,102.82
T0031514,M00705,2025-12-18,4900,154.37
T0031515,M00705,2026-05-16,5311,29.08
T0031516,M00705,2025-10-10,5311,55.79
T0031517,M00705,2025-11-05,5812,56.96
T0031518,M00705,2026-07-13,5411,82.24
T0031519,M00705,2025-08-29,5541,107.21
T0031520,M00705,2026-07-21,5541,26.81
T0031521,M00705,2025-11-02,5812,62.8
T0031522,M00705,2026-04-27,5311,327.44
T0031523,M00705,2025-09-29,5722,191.31
T0031524,M00705,2026-01-22,5812,147.5
T0031525,M00705,2025-09-06,5941,54.99
T0031526,M00705,2026-07-21,3001,560.5
T0031527,M00705,2026-05-11,5814,186.76
T0031528,M00705,2025-09-01,3501,69.23
T0031529,M00705,2025-08-10,3001,83.13
T0031530,M00705,2025-11-14,5651,42.15
T0031531,M00705,2026-04-06,5311,98.83
T0031532,M00705,2026-05-04,5411,120.67
T0031533,M00705,2025-09-29,5722,134.64
T0031534,M00705,2025-09-26,5732,55.66
T0031535,M00705,2026-04-29,4511,15.28
T0031536,M00705,2026-06-09,5732,84.93
T0031537,M00705,2026-07-16,5812,135.21
T0031538,M00705,2026-04-28,5411,25.06
T0031539,M00705,2025-09-20,4900,60.9
T0031540,M00705,2026-05-15,3501,255.05
T0031541,M00705,2025-11-28,5541,20.02
T0031542,M00705,2025-10-27,3000,50.21
T0031543,M00705,2026-02-03,3001,295.05
T0031544,M00705,2026-04-06,5812,78.08
T0031545,M00705,2025-12-15,5311,39.41
T0031546,M00705,2026-03-27,5812,66.22
T0031547,M00706,2026-04-27,3002,152.31
