member_id,card_tier,tenure_days,signup_date,engagement_propensity
M01048,Centurion,1828,2021-07-21,0.2344716572395642
M01049,Gold,2920,2018-07-25,0.770624074623635
M01050,Platinum,134,2026-03-11,0.11245650417197454
M01051,Platinum,783,2024-05-31,0.4956043058463697
M01052,Gold,199,2026-01-05,0.3852151117582549
M01053,Gold,231,2025-12-04,0.1739566225640753
M01054,Centurion,2358,2020-02-07,0.3138420554425931
M01055,Gold,1221,2023-03-20,0.3780749376293719
M01056,Gold,32,2026-06-21,0.07790487577865689
M01057,Gold,1165,2023-05-15,0.506676540487916
M01058,Platinum,462,2025-04-17,0.39401427162560987
M01059,Gold,1328,2022-12-03,0.4050655643636935
M01060,Centurion,539,2025-01-30,0.5417510603081069
M01061,Gold,31,2026-06-22,0.493916066722404
M01062,Gold,9,2026-07-14,0.02235029928954728
M01063,Platinum,807,2024-05-07,0.6344950386393177
M01064,Gold,731,2024-07-22,0.4270323190677694
M01065,Gold,2295,2020-04-10,0.23577261248391918
M01066,Platinum,1139,2023-06-10,0.19805139252612247
M01067,Gold,378,2025-07-10,0.7193437919685858
M01068,Gold,96,2026-04-18,0.2783404042534292
M01069,Centurion,1088,2023-07-31,0.43152797081221306
M01070,Gold,1448,2022-08-05,0.463089007350316
M01071,Gold,390,2025-06-28,0.41607939064278776
M01072,Platinum,493,2025-03-17,0.5192982439670832
M01073,Gold,537,2025-02-01,0.5169444833935096
M01074,Platinum,471,2025-04-08,0.6356121234592285
M01075,Platinum,473,2025-04-06,0.47571577904405754
M01076,Platinum,284,2025-10-12,0.3954617410491327
M01077,Platinum,256,2025-11-09,0.23380992023982602
M01078,Platinum,308,2025-09-18,0.07529266829917838
M01079,Gold,195,2026-01-09,0.5741714977633628
M01080,Gold,14,2026-07-09,0.6087341856426778
M01081,Gold,160,2026-02-13,0.5326074632725724
M01082,Gold,897,2024-02-07,0.3428464717620858
M01083,Gold,152,2026-02-21,0.1555540344257322
M01084,Gold,550,2025-01-19,0.29957167650993305
M01085,Gold,215,2025-12-20,0.5119770848323691
M01086,Gold,249,2025-11-16,0.6308077706983098
M01087,Platinum,543,2025-01-26,0.09372568285403544
M01088,Gold,1133,2023-06-16,0.4905378692685514
M01089,Gold,1070,2023-08-18,0.8321985954807914
M01090,Centurion,2045,2020-12-16,0.8122410264647588
M01091,Gold,145,2026-02-28,0.2855649414720719
M01092,Platinum,1265,2023-02-04,0.7126561986244079
M01093,Gold,205,2025-12-30,0.21295792119512041
M01094,Gold,107,2026-04-07,0.4621046603776604
M01095,Platinum,502,2025-03-08,0.6280653819957369
M01096,Platinum,268,2025-10-28,0.4761859105917859
M01097,Platinum,15,2026-07-08,0.44741788490547346
M01098,Platinum,110,2026-04-04,0.38671901691739335
M01099,Platinum,824,2024-04-20,0.40226774037801155
M01100,Gold,52,2026-06-01,0.2160341564664771
M01101,Gold,66,2026-05-18,0.4858053293006294
M01102,Gold,36,2026-06-17,0.19086553343815954
M01103,Platinum,1037,2023-09-20,0.25324673540993675
M01104,Platinum,114,2026-03-31,0.3154960448490867
M01105,Platinum,78,2026-05-06,0.5743902405845028
M01106,Platinum,1696,2021-11-30,0.6643583517696032
M01107,Centurion,723,2024-07-30,0.08446185887921397
M01108,Platinum,653,2024-10-08,0.35030336620700026
M01109,Gold,436,2025-05-13,0.3868938546724063
M01110,Platinum,762,2024-06-21,0.35540345686863195
M01111,Gold,2575,2019-07-05,0.2424001055433714
M01112,Platinum,252,2025-11-13,0.07551417297825139
M01113,Gold,558,2025-01-11,0.517480787776497
M01114,Gold,1299,2023-01-01,0.5448693010886527
M01115,Platinum,875,2024-02-29,0.6842915624669853
M01116,Gold,2379,2020-01-17,0.19540908120283862
M01117,Platinum,269,2025-10-27,0.2934836543608486
M01118,Platinum,1069,2023-08-19,0.8162979778018394
M01119,Platinum,409,2025-06-09,0.2855341045519247
M01120,Platinum,314,2025-09-12,0.652089009858639
M01121,Centurion,1896,2021-05-14,0.2837533256480923
M01122,Platinum,673,2024-09-18,0.7101370474756153
M01123,Platinum,150,2026-02-23,0.29137866419673736
M01124,Platinum,26,2026-06-27,0.23721285557220184
M01125,Gold,955,2023-12-11,0.37138684872966216
M01126,Centurion,199,2026-01-05,0.43071187891777735
M01127,Platinum,53,2026-05-31,0.5369024418872193
M01128,Gold,26,2026-06-27,0.5017171073486336
M01129,Gold,429,2025-05-20,0.3574492814025856
M01130,Platinum,192,2026-01-12,0.09417892906869475
M01131,Gold,125,2026-03-20,0.5944698323235665
M01132,Gold,1919,2021-04-21,0.30962832664437073
M01133,Gold,198,2026-01-06,0.7900420311396957
M01134,Platinum,229,2025-12-06,0.2165909297231623
M01135,Platinum,827,2024-04-17,0.059653196633182165
M01136,Gold,806,2024-05-08,0.30641342469579314
M01137,Gold,1536,2022-05-09,0.3055032942319644
M01138,Platinum,34,2026-06-19,0.6059750349024822
M01139,Gold,387,2025-07-01,0.5461381580497605
M01140,Platinum,3117,2018-01-09,0.2635132122906548
M01141,Gold,119,2026-03-26,0.7529487773262223
M01142,Gold,1493,2022-06-21,0.6188174137344546
M01143,Gold,85,2026-04-29,0.582591904581023
M01144,Gold,898,2024-02-06,0.46701145696344154
M01145,Platinum,463,2025-04-16,0.5167531297848963
M01146,Platinum,393,2025-06-25,0.5386124616543141
M01147,Platinum,364,2025-07-24,0.4156061611265637
M01148,Gold,2080,2020-11-11,0.6200362979460919
M01149,Gold,51,2026-06-02,0.4860571347967209
M01150,Gold,876,2024-02-28,0.288709854903162
M01151,Platinum,94,2026-04-20,0.10713037400800586
M01152,Platinum,151,2026-02-22,0.49993864040191466
M01153,Gold,877,2024-02-27,0.07527650315019697
M01154,Platinum,2367,2020-01-29,0.4759834061045274
M01155,Gold,1061,2023-08-27,0.3360052352775483
M01156,Gold,1033,2023-09-24,0.30439776433160975
M01157,Gold,1123,2023-06-26,0.11144857735858878
M01158,Platinum,2765,2018-12-27,0.38389874034538385
M01159,Gold,144,2026-03-01,0.6225378368978123
M01160,Gold,1824,2021-07-25,0.7142503954737344
M01161,Gold,653,2024-10-08,0.562076555068274
M01162,Platinum,477,2025-04-02,0.545795355324739
M01163,Gold,408,2025-06-10,0.8000498608509407
M01164,Platinum,1001,2023-10-26,0.11912303178429284
M01165,Gold,2173,2020-08-10,0.41432541802402584
M01166,Gold,117,2026-03-28,0.754355901072706
M01167,Platinum,381,2025-07-07,0.3594085427570561
M01168,Gold,56,2026-05-28,0.4331852579374083
M01169,Gold,589,2024-12-11,0.28936300001456283
M01170,Gold,445,2025-05-04,0.19394712726098234
M01171,Gold,1348,2022-11-13,0.15071212168161088
M01172,Gold,1774,2021-09-13,0.27046364007477164
M01173,Gold,1151,2023-05-29,0.19292901682666552
M01174,Gold,1930,2021-04-10,0.5791227971252512
M01175,Platinum,25,2026-06-28,0.5187558633827131
M01176,Gold,487,2025-03-23,0.24050262306994777
M01177,Gold,544,2025-01-25,0.2560740530085591
M01178,Platinum,568,2025-01-01,0.12131480755492306
M01179,Gold,520,2025-02-18,0.077866594784103
M01180,Platinum,62,2026-05-22,0.6798538393516452
M01181,Platinum,1575,2022-03-31,0.5434365696357131
M01182,Gold,810,2024-05-04,0.22099183794977115
M01183,Platinum,378,2025-07-10,0.4033017983748809
M01184,Gold,594,2024-12-06,0.10799804799917963
M01185,Gold,989,2023-11-07,0.7074324514318515
M01186,Centurion,296,2025-09-30,0.19806123308409762
M01187,Platinum,1370,2022-10-22,0.1040916617249282
M01188,Platinum,745,2024-07-08,0.5360446887565343
M01189,Platinum,11,2026-07-12,0.2673123031517284
M01190,Platinum,1092,2023-07-27,0.6813987074404091
M01191,Gold,945,2023-12-21,0.08801582169019043
M01192,Gold,592,2024-12-08,0.14108371974567901
M01193,Gold,1192,2023-04-18,0.30132051256518544
M01194,Gold,72,2026-05-12,0.6770765050233793
M01195,Platinum,375,2025-07-13,0.5003155004363256
M01196,Platinum,1035,2023-09-22,0.8547124303270904
M01197,Platinum,65,2026-05-19,0.14013482302239916
M01198,Centurion,122,2026-03-23,0.4854819169788526
M01199,Gold,1951,2021-03-20,0.5360217105048023
