member_id,benefit_id,claimed_date,value_claimed
M00868,dining_credit,2026-04-08,38.31
M00869,extended_warranty,2026-03-22,70.66
M00870,extended_warranty,2026-05-01,102.63
M00870,lounge_access,2025-08-05,73.84
M00871,extended_warranty,2025-09-08,320.55
M00871,hotel_credit,2025-08-27,158.39
M00872,extended_warranty,2026-05-27,214.79
M00873,purchase_protection,2025-11-02,110.19
M00873,extended_warranty,2025-09-29,58.51
M00874,purchase_protection,2026-03-14,197.54
M00874,extended_warranty,2026-06-15,158.77
M00874,travel_delay,2026-02-17,67.99
M00875,purchase_protection,2026-04-22,128.06
M00875,lounge_access,2026-05-15,74.79
M00876,extended_warranty,2025-09-20,103.77
M00876,dining_credit,2026-04-18,62.6
M00877,purchase_protection,2026-04-08,118.49
M00877,travel_delay,2026-04-09,107.41
M00878,purchase_protection,2025-07-27,202.45
M00878,dining_credit,2025-08-05,93.15
M00879,purchase_protection,2025-11-16,110.33
M00879,extended_warranty,2026-06-17,95.29
M00880,extended_warranty,2025-11-06,149.92
M00881,purchase_protection,2026-02-02,136.26
M00883,lounge_access,2026-01-04,52.5
M00884,hotel_credit,2026-07-11,331.32
M00884,return_protection,2026-02-17,132.47
M00885,purchase_protection,2026-03-30,287.17
M00885,travel_delay,2026-07-16,451.58
M00885,lounge_access,2025-12-06,58.29
M00886,purchase_protection,2026-04-07,198.95
M00886,extended_warranty,2026-05-06,78.26
M00887,extended_warranty,2026-05-12,63.43
M00889,extended_warranty,2026-02-19,115.48
M00889,travel_delay,2026-05-23,78.89
M00889,hotel_credit,2026-07-10,155.63
M00890,extended_warranty,2025-08-16,100.93
M00891,extended_warranty,2025-09-02,142.74
M00893,purchase_protection,2026-01-03,217.36
M00893,extended_warranty,2025-12-27,218.9
M00893,travel_delay,2025-09-19,98.67
M00893,lounge_access,2025-08-03,71.92
M00893,hotel_credit,2025-09-18,103.55
M00894,purchase_protection,2025-08-05,142.54
M00896,dining_credit,2025-09-22,99.11
M00897,extended_warranty,2025-10-19,102.37
M00897,dining_credit,2026-02-20,92.46
M00898,purchase_protection,2025-09-15,37.62
M00898,travel_delay,2026-05-16,457.34
M00899,purchase_protection,2025-08-19,261.99
M00899,travel_delay,2025-08-04,490.47
M00899,lounge_access,2025-08-25,54.95
M00900,purchase_protection,2025-10-27,86.17
M00900,travel_delay,2026-02-17,172.03
M00901,purchase_protection,2025-10-25,162.15
M00901,dining_credit,2026-01-04,13.01
M00902,purchase_protection,2026-05-02,108.82
M00902,extended_warranty,2025-10-28,177.93
M00902,lounge_access,2026-05-07,64.65
M00902,hotel_credit,2026-01-18,376.72
M00902,return_protection,2026-03-04,97.95
M00903,lounge_access,2026-07-12,35.14
M00904,purchase_protection,2026-07-01,176.19
M00904,extended_warranty,2026-01-21,179.33
M00904,dining_credit,2026-04-21,55.15
M00905,purchase_protection,2025-09-24,117.84
M00905,travel_delay,2026-02-20,109.74
M00906,extended_warranty,2026-01-01,161.0
M00906,travel_delay,2026-06-15,395.65
M00907,purchase_protection,2026-07-19,225.87
M00907,lounge_access,2025-09-26,71.73
M00907,hotel_credit,2025-09-12,185.42
M00909,hotel_credit,2025-11-19,164.49
M00911,extended_warranty,2026-01-12,127.19
M00912,purchase_protection,2025-11-07,79.66
M00912,extended_warranty,2026-07-04,261.99
M00912,dining_credit,2026-03-11,86.13
M00913,purchase_protection,2025-08-26,131.5
M00913,lounge_access,2026-05-21,55.25
M00914,extended_warranty,2025-11-09,236.13
M00914,lounge_access,2025-09-19,36.88
M00916,purchase_protection,2025-10-23,175.96
M00916,extended_warranty,2026-05-10,182.56
M00916,lounge_access,2026-02-21,52.26
M00916,hotel_credit,2026-01-31,189.95
M00918,purchase_protection,2026-06-09,183.41
M00918,hotel_credit,2025-09-15,85.8
M00919,purchase_protection,2025-11-15,35.4
M00919,lounge_access,2025-11-30,43.94
M00920,extended_warranty,2025-09-30,209.4
M00920,travel_delay,2026-06-07,162.57
M00920,lounge_access,2026-02-01,53.51
M00921,purchase_protection,2025-08-02,104.82
M00921,extended_warranty,2026-05-16,223.8
M00922,lounge_access,2025-11-20,71.26
M00924,hotel_credit,2025-09-15,79.71
M00925,purchase_protection,2025-12-23,152.3
M00926,extended_warranty,2025-12-01,78.06
M00927,purchase_protection,2026-04-07,72.7
M00927,hotel_credit,2025-11-22,146.3
M00928,purchase_protection,2025-12-17,270.93
M00928,extended_warranty,2025-10-07,314.17
M00928,travel_delay,2025-10-29,127.47
M00928,lounge_access,2026-06-10,57.16
M00928,hotel_credit,2025-08-16,160.3
M00929,purchase_protection,2026-02-16,35.54
M00930,purchase_protection,2025-09-26,153.6
M00931,travel_delay,2025-10-08,485.47
M00932,extended_warranty,2026-03-03,120.34
M00933,purchase_protection,2026-04-08,176.01
M00933,dining_credit,2025-07-28,63.09
M00935,lounge_access,2026-05-05,57.59
M00936,dining_credit,2026-01-25,85.68
M00937,extended_warranty,2026-07-13,568.98
M00937,travel_delay,2026-02-21,189.31
M00937,hotel_credit,2026-01-31,142.95
M00937,return_protection,2025-10-03,65.04
M00938,purchase_protection,2026-02-15,245.94
M00938,lounge_access,2026-04-16,59.12
M00939,dining_credit,2026-04-11,16.0
M00940,purchase_protection,2025-08-31,176.38
M00940,extended_warranty,2025-09-28,54.49
M00940,hotel_credit,2025-09-08,149.03
M00941,purchase_protection,2025-12-10,128.88
M00941,extended_warranty,2026-06-02,76.22
M00942,travel_delay,2026-04-23,469.15
M00942,hotel_credit,2026-07-01,114.67
M00943,travel_delay,2025-08-29,235.07
M00945,dining_credit,2026-03-05,73.49
M00946,travel_delay,2025-10-26,203.63
M00947,purchase_protection,2025-09-22,247.9
M00947,dining_credit,2025-10-07,83.77
M00948,purchase_protection,2025-09-14,173.18
M00948,lounge_access,2025-11-17,70.13
M00948,hotel_credit,2025-10-27,104.76
M00949,lounge_access,2025-10-26,44.19
M00950,extended_warranty,2025-08-05,88.54
M00950,travel_delay,2025-10-24,418.74
M00951,extended_warranty,2026-04-01,580.3
M00952,purchase_protection,2025-11-09,236.19
M00952,hotel_credit,2026-01-01,128.03
M00952,return_protection,2025-10-29,108.89
M00954,extended_warranty,2025-07-28,223.23
M00955,hotel_credit,2026-07-17,78.96
M00956,extended_warranty,2026-04-20,240.81
M00958,extended_warranty,2025-11-11,216.38
M00958,dining_credit,2026-04-29,24.37
M00960,extended_warranty,2026-06-17,292.08
M00961,purchase_protection,2026-01-07,101.69
M00961,hotel_credit,2026-04-25,112.47
M00962,extended_warranty,2026-03-22,240.25
M00963,purchase_protection,2026-01-22,433.59
M00963,extended_warranty,2025-09-08,42.36
M00963,travel_delay,2025-08-28,402.69
M00963,hotel_credit,2025-08-05,168.75
M00963,return_protection,2026-05-20,165.88
M00964,purchase_protection,2025-08-30,128.75
M00964,extended_warranty,2025-12-29,232.39
M00964,dining_credit,2026-01-25,49.34
M00965,purchase_protection,2026-04-22,95.35
M00965,dining_credit,2026-03-13,45.04
M00966,extended_warranty,2026-01-15,63.65
M00967,purchase_protection,2025-11-23,147.7
M00967,extended_warranty,2025-08-20,323.24
M00968,extended_warranty,2026-03-31,222.71
M00968,hotel_credit,2026-06-06,180.24
M00969,extended_warranty,2026-01-05,491.82
M00969,travel_delay,2026-03-23,399.52
M00970,purchase_protection,2026-02-28,128.24
M00970,extended_warranty,2026-06-18,83.61
M00972,purchase_protection,2026-07-12,184.13
M00972,hotel_credit,2026-03-08,56.32
M00973,extended_warranty,2026-05-26,527.74
M00973,lounge_access,2026-03-28,97.34
M00973,hotel_credit,2026-04-03,266.29
M00974,extended_warranty,2026-02-13,244.14
M00976,purchase_protection,2026-03-30,224.89
M00977,extended_warranty,2026-07-10,152.22
M00978,purchase_protection,2026-06-24,36.94
M00978,extended_warranty,2025-08-30,102.25
M00979,dining_credit,2026-03-18,56.74
M00980,extended_warranty,2025-12-29,192.39
M00982,dining_credit,2025-11-08,53.02
M00983,purchase_protection,2026-03-20,244.03
M00983,dining_credit,2025-08-26,56.56
M00984,lounge_access,2026-02-13,66.3
M00985,extended_warranty,2026-02-09,243.27
M00985,hotel_credit,2025-10-30,153.65
M00986,lounge_access,2025-10-11,92.57
M00988,purchase_protection,2026-03-10,179.59
M00988,extended_warranty,2026-01-29,198.63
M00989,purchase_protection,2025-08-18,238.98
M00991,purchase_protection,2026-01-22,101.92
M00991,extended_warranty,2026-06-02,160.98
M00993,extended_warranty,2025-11-21,51.07
M00995,purchase_protection,2025-09-10,242.09
M00996,purchase_protection,2025-12-01,120.87
M00996,extended_warranty,2026-06-08,192.33
M00997,purchase_protection,2025-10-17,68.75
M00997,extended_warranty,2025-08-12,51.88
M00998,extended_warranty,2026-04-29,49.5
M00999,purchase_protection,2025-10-13,289.22
M00999,hotel_credit,2026-04-10,142.79
M01000,extended_warranty,2025-10-08,263.4
M01000,dining_credit,2025-07-28,82.06
M01001,extended_warranty,2026-01-27,199.04
M01001,hotel_credit,2025-09-17,151.89
M01002,extended_warranty,2026-01-23,130.22
M01003,travel_delay,2025-08-21,165.93
M01003,hotel_credit,2025-12-30,388.8
M01004,dining_credit,2026-05-17,31.86
M01005,purchase_protection,2026-02-14,67.41
M01006,purchase_protection,2025-12-03,190.96
M01008,extended_warranty,2026-07-16,48.18
M01008,travel_delay,2025-09-03,448.67
M01008,hotel_credit,2026-01-11,77.76
M01010,extended_warranty,2026-02-16,296.8
M01010,travel_delay,2026-05-05,363.75
M01010,lounge_access,2026-04-26,68.3
M01011,extended_warranty,2026-01-09,158.25
M01012,travel_delay,2026-04-18,326.39
M01013,purchase_protection,2026-02-17,229.0
M01014,travel_delay,2025-07-23,212.09
M01014,lounge_access,2026-04-22,51.51
M01015,purchase_protection,2026-04-02,63.63
M01015,dining_credit,2025-11-19,18.08
M01016,purchase_protection,2026-07-22,147.16
M01018,purchase_protection,2025-10-26,75.95
M01018,extended_warranty,2026-03-29,112.84
M01019,extended_warranty,2026-02-22,101.85
M01019,lounge_access,2026-02-05,66.61
M01020,purchase_protection,2025-10-27,119.34
M01021,extended_warranty,2025-09-03,95.71
M01022,purchase_protection,2026-04-01,43.12
M01022,lounge_access,2025-10-06,55.38
M01023,purchase_protection,2026-05-18,195.91
M01023,extended_warranty,2026-05-29,208.5
M01023,dining_credit,2026-04-21,77.26
M01025,lounge_access,2025-12-02,66.48
M01026,purchase_protection,2025-09-29,168.37
M01026,extended_warranty,2026-01-13,179.17
M01026,dining_credit,2026-04-13,15.44
M01027,purchase_protection,2025-10-13,147.75
M01028,dining_credit,2026-03-17,10.18
M01030,purchase_protection,2025-12-22,153.63
M01032,purchase_protection,2026-03-15,297.91
M01032,hotel_credit,2026-03-28,97.42
M01034,purchase_protection,2025-08-07,224.86
M01034,dining_credit,2025-11-30,40.05
M01035,purchase_protection,2025-10-06,236.25
M01035,hotel_credit,2026-02-06,128.9
M01037,extended_warranty,2026-03-01,182.15
M01037,dining_credit,2026-02-04,97.52
M01039,purchase_protection,2026-02-28,138.11
M01039,dining_credit,2026-02-11,48.68
M01041,purchase_protection,2026-05-21,139.02
M01041,dining_credit,2025-09-13,41.56
M01042,hotel_credit,2026-01-13,104.96
M01043,purchase_protection,2026-02-23,76.05
M01043,dining_credit,2025-08-02,27.72
M01044,purchase_protection,2026-04-08,43.61
M01044,extended_warranty,2025-11-17,300.15
M01046,purchase_protection,2025-12-13,231.11
M01046,dining_credit,2025-12-23,56.64
M01047,extended_warranty,2026-05-20,90.61
M01047,dining_credit,2026-03-28,45.64
M01048,purchase_protection,2025-07-29,410.64
M01049,dining_credit,2026-05-20,73.92
M01051,purchase_protection,2025-11-16,283.11
M01051,extended_warranty,2025-09-09,297.99
M01051,hotel_credit,2026-02-27,78.88
M01052,purchase_protection,2025-10-25,106.4
M01052,dining_credit,2026-04-22,84.18
M01054,extended_warranty,2026-03-17,532.71
M01054,lounge_access,2025-12-29,60.85
M01054,hotel_credit,2025-11-05,180.2
M01055,dining_credit,2025-09-22,18.88
M01056,purchase_protection,2025-10-11,235.78
M01058,lounge_access,2026-05-20,69.65
M01058,hotel_credit,2025-08-14,109.98
M01059,purchase_protection,2025-10-03,79.33
M01060,purchase_protection,2026-03-13,33.3
M01060,travel_delay,2025-08-03,310.87
M01060,hotel_credit,2026-02-01,132.09
M01060,return_protection,2025-11-17,143.48
M01061,dining_credit,2026-07-08,77.8
M01063,purchase_protection,2026-03-21,148.99
M01063,lounge_access,2026-07-05,49.93
M01065,extended_warranty,2026-07-17,272.95
M01066,purchase_protection,2025-09-24,192.6
M01066,lounge_access,2025-08-29,55.65
M01066,hotel_credit,2025-09-23,137.65
M01067,purchase_protection,2025-07-26,203.37
M01067,extended_warranty,2025-10-29,45.59
M01068,purchase_protection,2025-08-07,80.45
M01069,purchase_protection,2025-12-22,80.06
M01069,extended_warranty,2026-05-07,386.07
M01069,hotel_credit,2025-10-20,118.74
M01069,return_protection,2026-01-21,165.32
M01070,extended_warranty,2025-12-18,161.78
M01070,dining_credit,2025-08-10,74.54
M01071,purchase_protection,2025-07-27,101.91
M01072,extended_warranty,2025-12-17,313.3
M01074,purchase_protection,2025-11-30,72.61
M01074,lounge_access,2026-07-17,59.99
M01075,extended_warranty,2025-10-07,84.0
M01075,travel_delay,2025-10-25,138.96
M01076,purchase_protection,2026-04-20,184.71
M01076,hotel_credit,2025-10-08,89.68
M01077,extended_warranty,2026-02-24,144.14
M01078,purchase_protection,2026-05-05,254.81
M01078,extended_warranty,2026-05-15,264.74
M01078,travel_delay,2026-03-20,366.35
M01078,hotel_credit,2025-12-01,171.17
M01080,purchase_protection,2025-08-30,82.6
M01080,dining_credit,2026-04-02,61.32
M01081,purchase_protection,2026-01-09,195.5
M01081,extended_warranty,2025-12-30,193.23
M01082,extended_warranty,2026-06-11,96.25
M01084,extended_warranty,2026-02-09,286.72
M01086,dining_credit,2026-04-12,62.34
M01087,purchase_protection,2026-06-12,83.45
M01087,hotel_credit,2026-06-17,71.83
M01088,extended_warranty,2026-07-05,279.97
M01088,dining_credit,2025-10-04,66.89
M01089,extended_warranty,2025-12-16,254.78
M01089,dining_credit,2026-06-14,99.39
M01090,purchase_protection,2026-03-10,489.71
M01090,extended_warranty,2025-10-15,193.5
M01090,lounge_access,2026-03-02,51.6
M01091,extended_warranty,2026-02-06,175.0
M01092,travel_delay,2025-10-09,361.83
M01092,hotel_credit,2025-08-31,186.72
M01095,purchase_protection,2026-05-08,256.71
M01095,lounge_access,2025-12-12,71.96
M01095,hotel_credit,2025-12-07,173.64
M01096,travel_delay,2025-12-01,353.22
M01097,extended_warranty,2026-04-16,343.05
M01097,lounge_access,2026-01-02,50.8
M01097,hotel_credit,2026-05-31,133.1
M01098,extended_warranty,2025-08-02,108.75
M01099,lounge_access,2025-08-05,73.43
M01101,purchase_protection,2026-06-09,102.34
M01101,dining_credit,2025-10-06,31.07
M01103,lounge_access,2026-05-16,48.52
M01104,travel_delay,2026-05-07,325.38
M01105,extended_warranty,2025-09-06,286.42
M01105,travel_delay,2025-09-22,326.28
M01106,travel_delay,2025-12-07,109.57
M01106,lounge_access,2026-04-23,62.49
M01106,hotel_credit,2026-07-07,108.24
M01107,purchase_protection,2026-07-07,250.33
M01107,return_protection,2026-05-28,158.57
M01108,purchase_protection,2025-08-12,299.91
M01108,travel_delay,2026-07-19,320.61
M01109,purchase_protection,2026-06-29,228.86
M01111,purchase_protection,2025-10-18,162.59
M01111,dining_credit,2025-10-25,68.79
M01112,lounge_access,2026-06-26,35.98
M01113,purchase_protection,2026-06-20,166.94
M01114,purchase_protection,2025-12-11,143.24
M01114,dining_credit,2026-01-09,42.46
M01115,purchase_protection,2026-01-02,219.35
M01115,extended_warranty,2025-12-05,305.81
M01115,travel_delay,2026-02-02,137.67
M01116,purchase_protection,2026-07-08,191.87
M01116,extended_warranty,2026-01-20,195.77
M01117,extended_warranty,2026-02-01,212.69
M01118,extended_warranty,2026-01-15,75.1
M01118,travel_delay,2026-06-15,136.98
M01118,hotel_credit,2025-10-04,151.42
M01119,purchase_protection,2025-11-30,266.8
M01120,lounge_access,2026-02-05,70.23
M01121,return_protection,2026-01-02,71.62
M01122,extended_warranty,2025-10-18,81.34
M01122,travel_delay,2025-10-30,436.66
M01122,hotel_credit,2025-10-28,121.57
M01123,extended_warranty,2026-02-18,63.3
M01123,hotel_credit,2026-02-15,112.79
M01124,purchase_protection,2025-11-08,71.42
M01124,hotel_credit,2026-03-10,148.48
M01125,extended_warranty,2025-09-17,42.93
M01127,extended_warranty,2026-01-16,346.79
M01127,hotel_credit,2026-07-13,160.4
M01128,purchase_protection,2026-01-15,30.32
M01128,extended_warranty,2025-10-27,56.17
M01128,dining_credit,2025-11-10,46.87
M01129,dining_credit,2025-12-28,53.38
M01130,lounge_access,2026-05-12,54.71
M01131,purchase_protection,2026-07-05,222.92
M01131,extended_warranty,2025-09-05,71.21
M01132,extended_warranty,2026-04-03,247.49
M01133,dining_credit,2026-03-25,48.56
M01134,travel_delay,2025-09-28,60.07
M01135,purchase_protection,2025-08-23,187.34
M01135,lounge_access,2025-07-24,55.71
M01138,purchase_protection,2025-11-08,201.69
M01138,travel_delay,2026-03-14,225.86
M01139,purchase_protection,2026-05-02,195.99
M01140,travel_delay,2026-06-03,131.18
M01141,dining_credit,2026-01-27,46.46
M01143,extended_warranty,2025-08-05,182.59
M01144,purchase_protection,2025-12-03,145.14
M01144,dining_credit,2025-09-26,19.47
M01145,purchase_protection,2026-03-22,211.95
M01145,extended_warranty,2025-12-15,289.03
M01145,travel_delay,2025-11-30,304.44
M01145,lounge_access,2025-08-27,74.44
M01146,lounge_access,2026-02-12,61.83
M01146,hotel_credit,2025-12-14,106.68
M01147,lounge_access,2026-03-01,49.75
M01148,purchase_protection,2026-07-12,235.47
M01148,extended_warranty,2026-03-04,206.58
M01148,dining_credit,2026-05-14,85.24
M01149,extended_warranty,2025-09-23,61.44
M01150,purchase_protection,2026-06-29,189.54
M01150,extended_warranty,2026-01-04,149.26
M01151,purchase_protection,2026-05-25,191.55
M01151,travel_delay,2025-08-18,203.13
M01153,purchase_protection,2025-10-06,87.98
M01157,extended_warranty,2026-03-17,255.57
M01158,purchase_protection,2025-08-06,250.93
M01158,extended_warranty,2025-09-10,325.13
M01159,extended_warranty,2025-07-28,279.12
M01160,purchase_protection,2025-10-12,238.89
M01160,extended_warranty,2025-12-24,263.58
M01160,dining_credit,2026-06-10,53.92
M01161,extended_warranty,2026-06-29,83.04
M01162,purchase_protection,2026-06-08,220.07
M01162,extended_warranty,2025-07-28,174.29
M01162,travel_delay,2025-12-09,489.71
M01162,lounge_access,2026-01-15,69.96
M01162,hotel_credit,2025-07-25,67.74
M01163,purchase_protection,2026-02-01,197.58
M01163,extended_warranty,2025-07-23,95.84
M01164,extended_warranty,2026-07-08,192.12
M01164,hotel_credit,2026-03-31,197.02
M01165,extended_warranty,2026-05-10,189.39
M01165,dining_credit,2025-07-26,42.86
M01167,extended_warranty,2026-03-30,57.38
M01167,travel_delay,2026-07-09,174.48
M01168,extended_warranty,2025-12-04,66.57
M01170,extended_warranty,2026-07-12,40.27
M01172,purchase_protection,2025-09-10,123.43
M01172,dining_credit,2026-03-22,96.5
M01173,extended_warranty,2026-05-10,150.66
M01173,dining_credit,2026-01-16,49.65
M01174,purchase_protection,2026-03-18,129.1
M01174,extended_warranty,2025-08-29,49.71
M01174,dining_credit,2026-05-23,27.54
M01175,lounge_access,2025-12-03,43.81
M01176,extended_warranty,2026-02-25,70.65
M01177,purchase_protection,2025-11-23,111.03
M01178,hotel_credit,2026-04-20,65.79
M01179,extended_warranty,2026-06-25,135.25
M01180,purchase_protection,2026-07-22,270.93
M01180,travel_delay,2026-06-15,453.04
M01180,lounge_access,2025-09-08,38.78
M01181,travel_delay,2025-12-15,202.95
M01181,lounge_access,2026-04-20,66.13
M01182,purchase_protection,2026-02-12,100.95
M01182,extended_warranty,2026-01-30,148.27
M01182,dining_credit,2025-10-01,99.99
M01183,extended_warranty,2026-01-31,320.35
M01183,travel_delay,2025-09-04,430.07
M01185,purchase_protection,2025-12-31,60.41
M01186,extended_warranty,2025-11-20,573.47
M01186,hotel_credit,2026-03-30,120.21
M01187,travel_delay,2025-11-20,286.03
M01188,hotel_credit,2026-07-20,91.44
M01189,lounge_access,2025-10-18,73.36
M01189,hotel_credit,2025-09-09,63.73
M01190,purchase_protection,2026-04-22,127.8
M01190,extended_warranty,2025-09-25,238.36
M01190,travel_delay,2025-11-23,272.35
M01195,purchase_protection,2026-01-14,114.23
M01196,extended_warranty,2025-08-16,278.39
M01196,hotel_credit,2026-04-07,91.32
M01197,travel_delay,2025-11-01,372.3
M01198,extended_warranty,2026-05-24,594.99
M01198,travel_delay,2026-02-09,467.85
M01198,hotel_credit,2025-07-28,235.44
M01198,return_protection,2025-10-30,185.89
